일자,시가,고가,저가,종가,익일기준가,전일대비,내재변동성 (%),거래량 (계약),거래대금 (백만원),미결제약정 (계약),거래승수
"2017/11/06","7.45","7.45","5.34",6.70,"6.70","-0.39","11.00","450","725","6,788","250,000"
"2017/11/03","7.32","8.49","6.31",7.89,"7.09","0.00","11.00","145","247","6,838","250,000"
"2017/11/02","8.30","8.30","6.88",7.09,"7.09","-1.01","11.00","338","631","6,859","250,000"
"2017/11/01","5.50","8.12","5.50",8.10,"8.10","4.92","12.00","899","1,607","6,879","250,000"
"2017/10/31","3.02","4.85","2.95",4.67,"3.18","0.00","10.00","1,371","1,380","6,987","250,000"
"2017/10/30","3.50","3.62","3.00",3.18,"3.18","1.08","10.00","1,362","1,105","6,838","250,000"
"2017/10/27","2.30","3.05","2.19",2.97,"2.10","0.00","10.00","807","523","6,806","250,000"
"2017/10/26","2.95","3.10","2.10",2.10,"2.10","-0.95","10.00","696","454","6,747","250,000"
"2017/10/25","3.20","3.27","2.75",3.05,"3.05","-0.09","10.00","699","533","6,845","250,000"
"2017/10/24","3.15","3.38","3.09",3.14,"3.14","-0.17","10.00","413","334","6,812","250,000"
"2017/10/23","3.45","3.58","3.01",3.31,"3.31","0.89","10.00","439","353","6,686","250,000"
"2017/10/20","2.52","3.08","2.52",3.08,"2.42","0.00","10.00","340","242","6,541","250,000"
"2017/10/19","3.29","3.31","2.40",2.42,"2.42","-0.66","10.00","1,087","763","6,587","250,000"
"2017/10/18","3.03","3.47","2.87",3.08,"3.08","-0.09","10.00","372","285","6,421","250,000"
"2017/10/17","3.20","3.33","3.04",3.17,"3.17","0.03","10.00","596","477","6,299","250,000"
"2017/10/16","3.25","3.58","2.90",3.14,"3.14","-0.31","10.00","653","512","6,062","250,000"
"2017/10/13","3.24","3.45","2.88",3.05,"3.45","0.00","10.00","669","535","5,949","250,000"
"2017/10/12","3.70","3.70","2.79",3.45,"3.45","0.56","11.00","1,110","870","5,664","250,000"
"2017/10/11","2.27","2.95","2.18",2.89,"2.89","0.87","10.00","1,697","1,075","5,739","250,000"
"2017/10/10","1.35","2.60","1.35",2.02,"2.02","1.22","10.00","2,063","1,242","4,951","250,000"
"2017/09/29","1.05","1.18","0.93",1.18,"0.80","0.00","11.00","801","208","5,271","250,000"
"2017/09/28","0.76","0.92","0.76",0.80,"0.80","0.03","10.00","168","34","5,061","250,000"
"2017/09/27","0.95","0.95","0.74",0.77,"0.77","-0.11","10.00","1,045","217","4,980","250,000"
"2017/09/26","1.02","1.02","0.88",0.88,"0.88","-0.27","10.00","1,213","285","4,517","250,000"
"2017/09/25","1.25","1.30","1.05",1.15,"1.15","-0.44","10.00","53","15","3,778","250,000"
"2017/09/22","1.47","1.47","1.18",1.25,"1.59","0.00","10.00","1,453","482","3,755","250,000"
"2017/09/21","1.52","1.66","1.52",1.59,"1.59","-0.12","10.00","35","14","2,730","250,000"
"2017/09/20","1.90","1.98","1.57",1.71,"1.71","0.01","10.00","238","101","2,731","250,000"
"2017/09/19","1.77","1.77","1.65",1.70,"1.70","-0.01","10.00","111","47","2,771","250,000"
"2017/09/18","0.92","1.77","0.92",1.71,"1.71","0.86","10.00","547","207","2,755","250,000"
"2017/09/15","0.78","0.87","0.70",0.87,"0.85","0.00","10.00","172","32","2,819","250,000"
"2017/09/14","0.87","0.87","0.74",0.85,"0.85","0.05","10.00","154","30","2,873","250,000"
"2017/09/13","0.81","0.97","0.80",0.80,"0.80","-0.07","11.00","502","112","2,848","250,000"
"2017/09/12","0.94","0.97","0.72",0.87,"0.87","-0.07","11.00","461","94","2,941","250,000"
"2017/09/11","0.85","1.01","0.83",0.94,"0.94","0.23","11.00","186","43","3,093","250,000"
"2017/09/08","0.70","0.74","0.65",0.70,"0.71","0.00","11.00","253","42","3,119","250,000"
"2017/09/07","0.61","0.73","0.59",0.71,"0.71","0.13","11.00","282","47","2,897","250,000"
"2017/09/06","0.54","0.58","0.52",0.58,"0.58","-0.01","12.00","162","22","2,979","250,000"
"2017/09/05","0.58","0.59","0.53",0.59,"0.59","0.00","11.00","953","132","2,929","250,000"
"2017/09/04","0.64","0.68","0.57",0.59,"0.59","-0.27","11.00","139","22","2,339","250,000"
"2017/09/01","0.93","0.93","0.77",0.80,"0.86","-0.12","11.00","76","16","2,292","250,000"
"2017/08/31","0.94","0.97","0.84",0.86,"0.98","0.00","11.00","63","14","2,286","250,000"
"2017/08/30","0.95","0.98","0.88",0.98,"0.98","0.07","11.00","31","7","2,252","250,000"
"2017/08/29","0.97","0.98","0.72",0.91,"0.91","-0.14","11.00","420","85","2,253","250,000"
"2017/08/28","1.15","1.15","1.03",1.05,"1.05","-0.11","11.00","54","14","2,220","250,000"
"2017/08/25","1.21","1.28","1.16",1.21,"1.16","0.00","10.00","79","24","2,245","250,000"
"2017/08/24","1.03","1.20","1.03",1.16,"1.16","0.11","10.00","192","55","2,206","250,000"
"2017/08/23","1.18","1.18","1.02",1.05,"1.05","0.04","11.00","135","36","2,103","250,000"
"2017/08/22","0.89","1.03","0.89",1.01,"1.01","0.14","10.00","87","22","2,098","250,000"
"2017/08/21","0.99","0.99","0.85",0.87,"0.87","-0.12","10.00","48","10","2,063","250,000"
"2017/08/18","0.83","0.98","0.83",0.96,"0.99","0.00","10.00","311","72","2,034","250,000"
"2017/08/17","0.96","1.04","0.90",0.99,"0.99","0.05","10.00","158","39","2,012","250,000"
"2017/08/16","1.07","1.08","0.93",0.94,"0.94","-0.18","11.00","303","75","1,914","250,000"
"2017/08/14","1.01","1.07","0.99",1.03,"1.12","-0.22","11.00","361","93","1,831","250,000"
"2017/08/11","1.19","1.21","1.08",1.12,"1.34","0.00","12.00","177","50","1,651","250,000"
"2017/08/10","1.25","1.40","1.24",1.34,"1.34","0.00","11.00","137","44","1,626","250,000"
"2017/08/09","1.44","1.51","1.34",1.34,"1.34","-0.36","11.00","118","42","1,636","250,000"
"2017/08/08","1.74","1.74","1.63",1.70,"1.70","-0.30","10.00","58","25","1,573","250,000"
"2017/08/07","2.05","2.05","2.00",2.00,"2.00","0.15","10.00","13","7","1,577","250,000"
"2017/08/04","1.87","1.87","1.85",1.85,"1.85","0.00","10.00","3","1","1,587","250,000"
"2017/08/03","2.30","2.40","1.60",1.85,"1.85","-0.81","11.00","235","113","1,588","250,000"
"2017/08/02","2.66","2.66","2.66",2.66,"2.66","0.11","10.00","1","1","1,612","250,000"
"2017/08/01","2.59","2.85","2.50",2.55,"2.55","0.45","10.00","16","11","1,613","250,000"
"2017/07/31","2.07","2.15","1.95",2.10,"2.10","-0.91","10.00","107","54","1,612","250,000"
"2017/07/28","2.90","2.90","2.10",2.10,"3.01","0.00","10.00","395","238","1,547","250,000"
"2017/07/27","3.45","3.45","3.01",3.01,"3.01","-0.29","9.00","15","12","1,361","250,000"
"2017/07/26","3.48","3.48","2.29",3.30,"3.30","-0.35","10.00","136","111","1,353","250,000"
"2017/07/25","4.10","4.10","3.65",3.65,"3.65","-0.45","10.00","132","123","1,326","250,000"
"2017/07/24","4.10","4.12","4.00",4.10,"4.10","0.05","10.00","30","31","1,385","250,000"
"2017/07/21","4.05","4.30","4.05",4.25,"4.05","0.00","10.00","73","76","1,387","250,000"
"2017/07/20","3.70","4.05","3.70",4.05,"4.05","0.58","10.00","41","41","1,401","250,000"
"2017/07/19","3.59","3.61","3.47",3.47,"3.47","-0.12","11.00","7","6","1,401","250,000"
"2017/07/18","3.65","3.65","3.59",3.59,"3.59","-0.11","11.00","37","33","1,398","250,000"
"2017/07/17","4.06","4.12","3.70",3.70,"3.70","0.00","11.00","39","37","1,399","250,000"
"2017/07/14","3.60","3.61","3.50",3.58,"3.70","0.00","11.00","106","95","1,392","250,000"
"2017/07/13","3.90","4.10","3.70",3.70,"3.70","0.89","11.00","387","382","1,424","250,000"
"2017/07/12","2.90","2.90","2.81",2.81,"2.81","-0.16","11.00","7","5","1,648","250,000"
"2017/07/11","2.80","2.97","2.72",2.97,"2.97","0.17","11.00","7","5","1,654","250,000"
"2017/07/10","2.80","2.80","2.80",2.80,"2.80","-0.10","11.00","2","1","1,657","250,000"
"2017/07/07","2.80","2.80","2.50",2.54,"2.90","0.00","11.00","29","18","1,657","250,000"
"2017/07/06","2.90","2.90","2.90",2.90,"2.90","-0.04","12.00","1","1","1,683","250,000"
"2017/07/05","2.90","2.96","2.90",2.94,"2.94","-0.09","12.00","13","10","1,683","250,000"
"2017/07/04","3.25","3.35","3.03",3.03,"3.03","-0.13","12.00","5","4","1,681","250,000"
"2017/07/03","3.20","3.20","3.15",3.16,"3.16","-0.44","12.00","8","6","1,677","250,000"
"2017/06/30","3.15","3.30","3.15",3.30,"3.60","0.00","12.00","16","13","1,679","250,000"
"2017/06/29","3.90","3.90","3.60",3.60,"3.60","0.37","12.00","40","38","1,684","250,000"
"2017/06/28","3.40","3.40","3.23",3.23,"3.23","-0.23","12.00","5","4","1,705","250,000"
"2017/06/27","3.57","3.57","3.46",3.46,"3.46","-0.07","12.00","3","3","1,708","250,000"
"2017/06/26","3.46","3.87","3.45",3.53,"3.53","0.68","12.00","160","143","1,710","250,000"
"2017/06/23","3.15","3.15","2.97",2.97,"2.85","0.00","12.00","81","61","1,841","250,000"
"2017/06/22","2.67","2.85","2.67",2.85,"2.85","0.20","12.00","45","30","1,914","250,000"
"2017/06/21","2.80","2.80","2.65",2.65,"2.65","-0.47","12.00","4","3","1,909","250,000"
"2017/06/20","3.00","3.20","3.00",3.12,"3.12","0.17","12.00","43","33","1,910","250,000"
"2017/06/19","2.95","2.95","2.95",2.95,"2.95","0.46","12.00","1","1","1,921","250,000"
"2017/06/16","2.34","2.48","2.34",2.48,"2.49","0.00","12.00","3","2","1,920","250,000"
"2017/06/15","2.95","2.95","2.49",2.49,"2.49","-0.40","12.00","38","26","1,919","250,000"
"2017/06/14","2.84","2.94","2.84",2.89,"2.89","1.31","12.00","16","12","1,945","250,000"
"2017/06/13","0.00","0.00","0.00",0.00,"1.58","-0.97","10.00","0","0","1,951","250,000"
"2017/06/12","3.01","3.01","2.55",2.55,"2.55","-0.55","12.00","147","100","1,951","250,000"
"2017/06/09","3.50","3.50","3.48",3.48,"3.10","0.00","12.00","7","6","1,973","250,000"
"2017/06/08","3.13","3.13","2.83",3.10,"3.10","0.00","13.00","698","519","1,967","250,000"
"2017/06/07","3.58","3.58","3.09",3.10,"3.10","-0.73","13.00","117","98","2,077","250,000"
"2017/06/05","3.92","3.96","3.64",3.73,"3.83","0.92","13.00","616","589","2,085","250,000"
"2017/06/02","3.15","3.86","3.15",3.83,"2.91","0.00","13.00","756","681","2,452","250,000"
"2017/06/01","3.10","3.22","2.84",2.91,"2.91","-0.31","13.00","392","294","2,646","250,000"
"2017/05/31","3.02","3.55","3.02",3.17,"3.22","0.00","13.00","451","369","2,412","250,000"
"2017/05/30","3.75","3.80","3.10",3.22,"3.22","-0.55","13.00","548","452","2,183","250,000"
"2017/05/29","4.22","4.47","3.45",3.77,"3.77","0.84","13.00","987","971","1,777","250,000"
"2017/05/26","3.50","4.47","3.46",3.93,"2.93","0.00","13.00","1,674","1,627","1,501","250,000"
