일자,시가,고가,저가,종가,익일기준가,전일대비,내재변동성 (%),거래량 (계약),거래대금 (백만원),미결제약정 (계약),거래승수
"2017/11/09","10.50","10.70","8.25",9.28,"9.28","-1.22","10.00","353","843","13,644","250,000"
"2017/11/08","8.94","11.55","8.94",10.50,"10.50","0.55","12.00","147","393","13,625","250,000"
"2017/11/07","10.00","11.00","9.70",9.95,"9.95","0.00","13.00","65","169","13,600","250,000"
"2017/11/06","11.40","11.40","8.80",9.95,"9.95","-0.90","11.00","162","415","13,599","250,000"
"2017/11/03","10.75","11.55","9.75",11.50,"10.85","0.00","13.00","235","619","13,583","250,000"
"2017/11/02","11.70","11.70","10.30",10.85,"10.85","-0.85","13.00","151","421","13,584","250,000"
"2017/11/01","9.00","11.95","8.95",11.70,"11.70","6.14","12.00","630","1,666","13,582","250,000"
"2017/10/31","5.38","7.88","5.21",7.65,"5.56","0.00","11.00","269","452","13,580","250,000"
"2017/10/30","6.17","6.27","5.31",5.56,"5.56","1.69","10.00","418","612","13,572","250,000"
"2017/10/27","4.00","5.34","4.00",5.25,"3.87","0.00","11.00","705","831","13,576","250,000"
"2017/10/26","5.31","5.31","3.87",3.87,"3.87","-1.45","10.00","1,719","2,044","13,574","250,000"
"2017/10/25","5.44","5.66","4.83",5.32,"5.32","-0.12","10.00","866","1,159","12,874","250,000"
"2017/10/24","5.50","5.70","5.35",5.44,"5.44","-0.17","11.00","249","347","12,616","250,000"
"2017/10/23","5.72","5.76","5.18",5.61,"5.61","1.12","11.00","327","446","12,652","250,000"
"2017/10/20","4.80","5.28","4.60",5.26,"4.49","0.00","10.00","379","465","12,567","250,000"
"2017/10/19","5.60","5.60","4.35",4.49,"4.49","-0.76","11.00","1,011","1,313","12,517","250,000"
"2017/10/18","5.27","5.85","4.98",5.25,"5.25","-0.14","10.00","386","510","12,537","250,000"
"2017/10/17","5.30","5.64","5.20",5.39,"5.39","0.10","10.00","398","544","12,554","250,000"
"2017/10/16","5.41","5.95","4.95",5.29,"5.29","-0.41","11.00","787","1,021","12,468","250,000"
"2017/10/13","5.30","5.58","4.98",5.22,"5.70","0.00","11.00","944","1,266","12,513","250,000"
"2017/10/12","4.85","5.72","4.85",5.70,"5.70","0.92","11.00","2,681","3,433","12,059","250,000"
"2017/10/11","3.93","4.89","3.75",4.78,"4.78","1.30","11.00","1,507","1,495","12,234","250,000"
"2017/10/10","3.35","4.30","3.21",3.48,"3.48","1.93","11.00","1,401","1,286","13,062","250,000"
"2017/09/29","1.86","2.07","1.67",2.07,"1.55","0.00","11.00","1,714","689","13,367","250,000"
"2017/09/28","1.50","1.70","1.40",1.55,"1.55","0.08","11.00","1,561","560","13,169","250,000"
"2017/09/27","1.58","1.65","1.46",1.47,"1.47","-0.16","10.00","296","115","14,450","250,000"
"2017/09/26","1.81","1.86","1.63",1.63,"1.63","-0.43","10.00","204","88","14,399","250,000"
"2017/09/25","2.31","2.31","1.93",2.06,"2.06","-0.72","10.00","409","206","14,398","250,000"
"2017/09/22","2.88","2.88","2.06",2.20,"2.78","0.00","10.00","1,523","904","14,381","250,000"
"2017/09/21","2.68","2.80","2.57",2.78,"2.78","-0.02","11.00","193","129","13,809","250,000"
"2017/09/20","2.92","3.20","2.59",2.80,"2.80","0.01","10.00","144","102","13,777","250,000"
"2017/09/19","3.20","3.20","2.76",2.79,"2.79","-0.06","10.00","1,108","777","13,852","250,000"
"2017/09/18","1.66","3.06","1.66",2.85,"2.85","1.37","10.00","1,079","665","13,477","250,000"
"2017/09/15","1.34","1.55","1.22",1.55,"1.48","0.00","10.00","590","199","14,135","250,000"
"2017/09/14","1.32","1.48","1.23",1.48,"1.48","0.10","10.00","670","225","14,051","250,000"
"2017/09/13","1.38","1.66","1.38",1.38,"1.38","-0.12","11.00","270","104","13,772","250,000"
"2017/09/12","1.63","1.63","1.35",1.50,"1.50","-0.05","11.00","278","104","13,747","250,000"
"2017/09/11","1.53","1.69","1.45",1.55,"1.55","0.38","11.00","236","94","13,857","250,000"
"2017/09/08","1.11","1.22","1.08",1.21,"1.17","0.00","11.00","92","27","13,827","250,000"
"2017/09/07","0.97","1.20","0.97",1.17,"1.17","0.25","11.00","253","70","13,754","250,000"
"2017/09/06","0.92","0.92","0.86",0.92,"0.92","-0.02","12.00","70","16","13,666","250,000"
"2017/09/05","0.99","1.00","0.85",0.94,"0.94","-0.03","11.00","1,602","309","13,648","250,000"
"2017/09/04","1.10","1.14","0.94",0.97,"0.97","-0.40","11.00","438","114","12,949","250,000"
"2017/09/01","1.50","1.50","1.25",1.32,"1.37","-0.26","11.00","83","28","12,726","250,000"
"2017/08/31","1.59","1.61","1.35",1.37,"1.63","0.00","11.00","50","19","12,708","250,000"
"2017/08/30","1.46","1.63","1.46",1.63,"1.63","0.19","11.00","232","87","12,702","250,000"
"2017/08/29","1.54","1.54","1.12",1.44,"1.44","-0.24","11.00","697","231","12,679","250,000"
"2017/08/28","1.85","1.85","1.62",1.68,"1.68","-0.17","11.00","822","337","12,377","250,000"
"2017/08/25","1.93","2.13","1.85",1.95,"1.85","0.00","11.00","1,005","503","11,926","250,000"
"2017/08/24","1.71","1.96","1.71",1.85,"1.85","0.19","10.00","39","18","12,072","250,000"
"2017/08/23","1.95","1.95","1.61",1.66,"1.66","0.06","10.00","52","22","12,088","250,000"
"2017/08/22","1.57","1.67","1.56",1.60,"1.60","0.17","10.00","525","210","12,079","250,000"
"2017/08/21","1.43","1.47","1.38",1.43,"1.43","-0.12","10.00","64","23","12,433","250,000"
"2017/08/18","1.33","1.57","1.28",1.43,"1.55","0.00","10.00","502","189","12,410","250,000"
"2017/08/17","1.50","1.69","1.50",1.55,"1.55","0.05","10.00","157","63","12,098","250,000"
"2017/08/16","1.65","1.65","1.49",1.50,"1.50","-0.11","11.00","1,464","558","12,005","250,000"
"2017/08/14","1.80","1.80","1.45",1.58,"1.61","-0.42","11.00","1,018","407","11,598","250,000"
"2017/08/11","1.80","1.85","1.58",1.61,"2.03","0.00","12.00","424","179","11,192","250,000"
"2017/08/10","1.92","2.16","1.91",2.03,"2.03","-0.07","11.00","463","235","11,094","250,000"
"2017/08/09","2.28","2.40","2.10",2.10,"2.10","-0.59","11.00","232","135","10,865","250,000"
"2017/08/08","2.86","2.90","2.47",2.69,"2.69","-0.18","10.00","156","101","10,935","250,000"
"2017/08/07","3.30","3.30","2.87",2.87,"2.87","0.09","10.00","77","59","10,939","250,000"
"2017/08/04","3.00","3.10","2.75",3.00,"2.78","0.00","10.00","31","23","10,903","250,000"
"2017/08/03","2.54","2.98","2.54",2.78,"2.78","-1.22","11.00","160","111","10,882","250,000"
"2017/08/02","3.95","4.00","3.85",4.00,"4.00","0.15","10.00","19","19","10,858","250,000"
"2017/08/01","3.23","4.25","3.23",3.85,"3.85","0.62","10.00","63","63","10,847","250,000"
"2017/07/31","2.50","3.22","2.50",3.17,"3.23","-1.76","10.00","86","66","10,863","250,000"
"2017/07/28","4.05","4.05","3.23",3.23,"4.99","0.00","10.00","154","143","10,853","250,000"
"2017/07/27","5.43","5.43","4.51",4.99,"4.99","0.16","10.00","12","15","10,805","250,000"
"2017/07/26","5.20","5.20","4.78",4.83,"4.83","-0.47","10.00","12","15","10,800","250,000"
"2017/07/25","5.87","5.87","5.30",5.30,"5.30","-0.57","10.00","212","305","10,803","250,000"
"2017/07/24","5.75","5.88","5.67",5.87,"5.87","0.67","10.00","431","624","10,807","250,000"
"2017/07/21","5.66","6.00","5.62",5.90,"5.20","0.00","10.00","69","101","10,952","250,000"
"2017/07/20","5.20","5.27","5.20",5.20,"5.20","0.00","11.00","22","29","10,996","250,000"
"2017/07/19","4.90","5.20","4.88",5.20,"5.20","0.13","11.00","24","30","10,994","250,000"
"2017/07/18","5.13","5.13","5.05",5.07,"5.07","-0.18","11.00","109","138","10,973","250,000"
"2017/07/17","5.70","5.70","5.19",5.25,"5.25","-0.08","11.00","1,041","1,441","11,068","250,000"
"2017/07/14","5.35","5.44","4.94",4.94,"5.33","0.00","11.00","613","756","11,241","250,000"
"2017/07/13","4.79","5.54","4.79",5.33,"5.33","1.37","11.00","62","84","10,839","250,000"
"2017/07/12","4.15","4.27","3.96",3.96,"3.96","-0.19","11.00","120","125","10,872","250,000"
"2017/07/11","3.90","4.15","3.85",4.15,"4.15","0.29","11.00","25","26","10,861","250,000"
"2017/07/10","3.70","3.95","3.65",3.86,"3.86","-0.21","11.00","11","10","10,867","250,000"
"2017/07/07","3.95","3.95","3.47",3.61,"4.07","0.00","11.00","658","608","10,860","250,000"
"2017/07/06","4.06","4.07","4.05",4.07,"4.07","-0.11","12.00","13","13","10,740","250,000"
"2017/07/05","4.03","4.18","4.03",4.18,"4.18","0.00","12.00","13","13","10,739","250,000"
"2017/07/04","4.80","4.80","4.16",4.18,"4.18","-0.21","12.00","12","13","10,744","250,000"
"2017/07/03","4.39","4.39","4.39",4.39,"4.39","-0.40","12.00","1","1","10,740","250,000"
"2017/06/30","4.31","4.48","4.31",4.48,"4.79","0.00","12.00","6","7","10,740","250,000"
"2017/06/29","5.19","5.19","4.75",4.79,"4.79","0.45","12.00","24","30","10,741","250,000"
"2017/06/28","4.56","4.56","4.33",4.34,"4.34","-0.26","12.00","213","237","10,747","250,000"
"2017/06/27","4.75","4.99","4.60",4.60,"4.60","-0.15","12.00","400","460","10,940","250,000"
"2017/06/26","4.29","4.81","4.23",4.75,"4.75","1.03","12.00","364","397","10,973","250,000"
"2017/06/23","3.90","4.25","3.90",4.21,"3.72","0.00","12.00","415","420","11,068","250,000"
"2017/06/22","3.72","3.72","3.72",3.72,"3.72","0.17","12.00","1","1","11,135","250,000"
"2017/06/21","3.45","3.80","3.45",3.55,"3.55","-0.55","12.00","107","98","11,136","250,000"
"2017/06/20","4.12","4.30","4.10",4.10,"4.10","0.24","12.00","560","595","11,168","250,000"
"2017/06/19","4.10","4.15","3.86",3.86,"3.86","0.26","12.00","219","220","11,154","250,000"
"2017/06/16","3.67","3.67","3.25",3.25,"3.60","0.00","12.00","3","3","11,149","250,000"
"2017/06/15","3.93","3.93","3.39",3.60,"3.60","-0.30","12.00","393","356","11,147","250,000"
"2017/06/14","4.40","4.55","3.79",3.90,"3.90","-0.10","12.00","105","108","11,186","250,000"
"2017/06/13","3.80","4.00","3.74",4.00,"4.00","0.50","12.00","59","56","11,129","250,000"
"2017/06/12","3.95","3.95","3.46",3.50,"3.50","-0.45","12.00","1,642","1,454","11,157","250,000"
"2017/06/09","4.10","4.77","3.84",4.47,"3.95","0.00","12.00","155","171","10,364","250,000"
"2017/06/08","4.00","4.00","3.68",3.95,"3.95","-0.08","12.00","185","177","10,388","250,000"
"2017/06/07","4.56","4.56","4.02",4.03,"4.03","-0.87","13.00","154","169","10,442","250,000"
"2017/06/05","4.80","5.00","4.66",4.67,"4.90","1.11","13.00","898","1,104","10,421","250,000"
"2017/06/02","4.14","5.11","4.14",4.90,"3.79","0.00","13.00","47","53","10,330","250,000"
"2017/06/01","4.05","4.05","3.70",3.79,"3.79","-0.26","13.00","386","368","10,311","250,000"
"2017/05/31","4.00","4.35","3.95",4.05,"4.05","0.00","13.00","24","25","10,344","250,000"
"2017/05/30","4.54","4.69","3.89",4.05,"4.05","-0.45","13.00","395","417","10,341","250,000"
"2017/05/29","5.42","5.42","4.40",4.50,"4.50","0.05","13.00","304","407","10,316","250,000"
"2017/05/26","4.49","5.58","4.40",4.91,"4.45","0.00","13.00","1,240","1,529","10,344","250,000"
"2017/05/25","3.63","4.51","3.48",4.45,"4.45","1.15","13.00","1,077","1,090","10,565","250,000"
"2017/05/24","3.43","3.58","3.27",3.30,"3.30","0.14","12.00","1,981","1,683","10,978","250,000"
"2017/05/23","3.06","3.77","2.97",3.16,"3.16","0.25","12.00","1,359","1,176","9,841","250,000"
"2017/05/22","2.68","2.91","2.57",2.91,"2.91","0.33","12.00","1,603","1,101","9,280","250,000"
"2017/05/19","2.48","2.62","2.38",2.42,"2.58","0.00","12.00","1,090","679","8,176","250,000"
"2017/05/18","2.30","2.59","2.12",2.58,"2.58","-0.11","12.00","2,163","1,303","7,651","250,000"
"2017/05/17","2.65","2.82","2.55",2.69,"2.69","-0.04","12.00","1,027","710","6,659","250,000"
"2017/05/16","3.44","3.44","2.73",2.73,"2.73","-0.07","12.00","3,515","2,687","6,064","250,000"
"2017/05/15","2.48","2.85","2.33",2.80,"2.80","-0.53","12.00","1,636","1,113","4,285","250,000"
"2017/05/12","3.20","3.22","2.45",2.48,"3.33","0.00","12.00","1,810","1,259","2,970","250,000"
"2017/05/11","3.26","3.50","2.90",3.33,"3.33","0.36","13.00","1,004","815","1,686","250,000"
"2017/05/10","3.86","5.50","2.90",2.97,"2.97","0.00","13.00","1,730","1,669","1,291","250,000"
