일자,시가,고가,저가,종가,익일기준가,전일대비,내재변동성 (%),거래량 (계약),거래대금 (백만원),미결제약정 (계약),거래승수
"2017/11/07","2.40","2.43","2.01",2.08,"2.08","-0.12","11.00","8,311","4,549","16,066","250,000"
"2017/11/06","2.72","2.72","0.02",2.20,"2.20","-0.35","11.00","8,353","4,410","13,807","250,000"
"2017/11/03","2.81","2.93","2.10",2.91,"2.55","0.00","11.00","3,403","2,038","12,713","250,000"
"2017/11/02","2.91","2.92","2.34",2.55,"2.55","-0.42","11.00","3,238","2,123","12,477","250,000"
"2017/11/01","1.60","2.99","1.60",2.97,"2.97","2.19","11.00","7,148","4,347","12,571","250,000"
"2017/10/31","0.78","1.39","0.69",1.29,"0.78","0.00","10.00","9,081","2,234","12,687","250,000"
"2017/10/30","0.94","0.97","0.74",0.78,"0.78","0.29","10.00","3,902","811","11,428","250,000"
"2017/10/27","0.51","0.76","0.49",0.73,"0.49","0.00","10.00","3,576","525","11,299","250,000"
"2017/10/26","0.72","0.76","0.49",0.49,"0.49","-0.27","10.00","2,031","329","10,338","250,000"
"2017/10/25","0.86","0.89","0.72",0.76,"0.76","-0.06","10.00","1,926","383","10,043","250,000"
"2017/10/24","0.86","0.93","0.81",0.82,"0.82","-0.04","10.00","1,488","316","9,558","250,000"
"2017/10/23","0.90","1.00","0.84",0.86,"0.86","0.27","10.00","1,221","273","9,199","250,000"
"2017/10/20","0.60","0.82","0.60",0.82,"0.59","0.00","10.00","2,761","523","8,943","250,000"
"2017/10/19","0.93","0.94","0.59",0.59,"0.59","-0.22","10.00","1,577","297","7,700","250,000"
"2017/10/18","0.86","1.00","0.80",0.81,"0.81","-0.04","10.00","1,251","274","7,408","250,000"
"2017/10/17","0.85","0.96","0.85",0.85,"0.85","0.02","10.00","1,337","305","7,472","250,000"
"2017/10/16","0.87","1.03","0.81",0.83,"0.83","-0.22","10.00","2,695","606","7,377","250,000"
"2017/10/13","1.00","1.00","0.80",0.80,"1.05","0.00","10.00","1,575","359","7,616","250,000"
"2017/10/12","0.94","1.05","0.84",1.05,"1.05","0.19","10.00","1,030","240","7,179","250,000"
"2017/10/11","0.72","0.93","0.66",0.86,"0.86","0.25","10.00","1,139","224","6,950","250,000"
"2017/10/10","0.60","0.95","0.60",0.61,"0.61","0.34","11.00","1,591","331","6,420","250,000"
"2017/09/29","0.32","0.38","0.30",0.38,"0.27","0.00","11.00","771","54","7,341","250,000"
"2017/09/28","0.25","0.27","0.23",0.27,"0.27","0.02","11.00","1,137","74","6,870","250,000"
"2017/09/27","0.28","0.29","0.24",0.25,"0.25","-0.05","11.00","120","8","5,806","250,000"
"2017/09/26","0.31","0.32","0.28",0.30,"0.30","-0.07","11.00","125","9","5,777","250,000"
"2017/09/25","0.42","0.43","0.35",0.37,"0.37","-0.20","10.00","161","15","5,739","250,000"
"2017/09/22","0.54","0.60","0.39",0.43,"0.57","0.00","10.00","319","37","5,723","250,000"
"2017/09/21","0.58","0.60","0.55",0.57,"0.57","-0.05","11.00","158","23","5,673","250,000"
"2017/09/20","0.58","0.65","0.55",0.62,"0.62","0.02","11.00","123","19","5,567","250,000"
"2017/09/19","0.66","0.66","0.59",0.60,"0.60","-0.03","10.00","293","45","5,507","250,000"
"2017/09/18","0.30","0.63","0.30",0.63,"0.63","0.34","10.00","584","66","5,412","250,000"
"2017/09/15","0.29","0.29","0.24",0.29,"0.29","0.00","10.00","2,639","182","5,614","250,000"
"2017/09/14","0.32","0.32","0.27",0.29,"0.29","-0.03","10.00","165","12","3,772","250,000"
"2017/09/13","0.32","0.35","0.32",0.32,"0.32","-0.01","11.00","72","6","3,650","250,000"
"2017/09/12","0.39","0.39","0.30",0.33,"0.33","-0.02","11.00","114","10","3,683","250,000"
"2017/09/11","0.30","0.39","0.30",0.35,"0.35","0.06","11.00","55","5","3,740","250,000"
"2017/09/08","0.29","0.30","0.27",0.28,"0.29","0.00","12.00","135","10","3,717","250,000"
"2017/09/07","0.28","0.29","0.27",0.29,"0.29","0.06","12.00","29","2","3,812","250,000"
"2017/09/06","0.24","0.24","0.22",0.23,"0.23","-0.01","12.00","68","4","3,787","250,000"
"2017/09/05","0.23","0.24","0.22",0.24,"0.24","-0.01","12.00","284","16","3,769","250,000"
"2017/09/04","0.27","0.29","0.24",0.25,"0.25","-0.08","12.00","220","15","3,544","250,000"
"2017/09/01","0.35","0.36","0.30",0.30,"0.33","-0.04","11.00","155","13","3,610","250,000"
"2017/08/31","0.36","0.36","0.33",0.33,"0.37","0.00","11.00","283","25","3,468","250,000"
"2017/08/30","0.37","0.37","0.35",0.37,"0.37","0.01","11.00","7","1","3,185","250,000"
"2017/08/29","0.39","0.40","0.32",0.36,"0.36","-0.06","11.00","128","11","3,181","250,000"
"2017/08/28","0.48","0.48","0.42",0.42,"0.42","-0.04","11.00","38","4","3,105","250,000"
"2017/08/25","0.50","0.53","0.47",0.51,"0.46","0.00","11.00","67","8","3,110","250,000"
"2017/08/24","0.43","0.49","0.43",0.46,"0.46","0.03","11.00","52","6","3,114","250,000"
"2017/08/23","0.47","0.47","0.43",0.43,"0.43","0.03","11.00","204","22","3,140","250,000"
"2017/08/22","0.35","0.42","0.35",0.40,"0.40","0.05","11.00","18","2","3,061","250,000"
"2017/08/21","0.36","0.36","0.35",0.35,"0.35","-0.05","11.00","17","2","3,046","250,000"
"2017/08/18","0.34","0.39","0.34",0.38,"0.40","0.00","11.00","56","5","3,037","250,000"
"2017/08/17","0.38","0.43","0.37",0.40,"0.40","0.01","11.00","285","29","3,038","250,000"
"2017/08/16","0.50","0.50","0.39",0.39,"0.39","-0.12","11.00","229","26","3,097","250,000"
"2017/08/14","0.45","0.47","0.42",0.45,"0.51","-0.06","12.00","129","14","3,060","250,000"
"2017/08/11","0.55","0.57","0.50",0.51,"0.57","0.00","13.00","1,027","138","2,944","250,000"
"2017/08/10","0.53","0.59","0.53",0.57,"0.57","0.02","11.00","346","48","3,107","250,000"
"2017/08/09","0.59","0.62","0.55",0.55,"0.55","-0.12","11.00","326","47","3,236","250,000"
"2017/08/08","0.85","0.88","0.65",0.67,"0.67","-0.11","10.00","224","41","3,198","250,000"
"2017/08/07","0.81","0.92","0.78",0.78,"0.78","-0.03","10.00","706","150","3,126","250,000"
"2017/08/04","0.83","0.87","0.76",0.80,"0.81","0.00","10.00","73","15","2,852","250,000"
"2017/08/03","0.85","0.90","0.76",0.81,"0.81","-0.34","11.00","266","56","2,846","250,000"
"2017/08/02","1.13","1.18","1.12",1.15,"1.15","0.07","10.00","31","9","2,816","250,000"
"2017/08/01","0.81","1.26","0.81",1.08,"1.08","0.16","10.00","189","52","2,811","250,000"
"2017/07/31","0.88","0.91","0.81",0.88,"0.92","-0.59","10.00","213","45","2,833","250,000"
"2017/07/28","1.21","1.22","0.92",0.92,"1.51","0.00","10.00","757","206","2,842","250,000"
"2017/07/27","1.66","1.66","1.50",1.51,"1.51","0.08","10.00","26","10","2,600","250,000"
"2017/07/26","1.69","1.69","1.43",1.43,"1.43","-0.23","10.00","152","58","2,582","250,000"
"2017/07/25","1.85","1.85","1.66",1.66,"1.66","-0.37","10.00","21","9","2,552","250,000"
"2017/07/24","2.05","2.05","2.03",2.03,"2.03","0.12","10.00","2","1","2,561","250,000"
"2017/07/21","1.98","2.12","1.97",2.06,"1.91","0.00","10.00","80","41","2,559","250,000"
"2017/07/20","1.86","1.99","1.81",1.91,"1.91","0.18","10.00","82","39","2,524","250,000"
"2017/07/19","1.78","1.78","1.65",1.73,"1.73","0.84","11.00","94","40","2,467","250,000"
"2017/07/18","0.00","0.00","0.00",0.00,"0.89","-0.97","9.00","0","0","2,386","250,000"
"2017/07/17","2.01","2.14","1.83",1.86,"1.86","0.75","11.00","2,226","1,058","2,386","250,000"
"2017/07/14","2.07","2.07","1.68",1.74,"1.11","0.00","11.00","556","265","361","250,000"
